total_loss,pde_loss,terminal_loss,VPP_penalty,grad_norm_f,control_loss,mean_integrand,grad_norm_g
0.0044292873,0.00051957084,0.0039031086,6.607801e-06,0.045918994,74.03165,0.38953546,3.3962831
0.004394631,0.00051531737,0.0038726856,6.627724e-06,0.047510862,73.91462,0.38879064,3.3126004
0.004361147,0.00051188073,0.003842592,6.6743028e-06,0.04917852,73.90447,0.3880577,3.3568003
0.0043278355,0.00050826237,0.0038128644,6.708703e-06,0.046523772,73.7857,0.38728723,3.415535
0.0042951615,0.00050464703,0.003783779,6.7354385e-06,0.044206534,73.72575,0.38656312,3.593078
0.0042635067,0.0005021996,0.0037545182,6.788805e-06,0.04446969,73.4366,0.38583863,3.8658438
0.0042318916,0.00049983617,0.0037250505,7.005059e-06,0.052038603,72.96309,0.38505936,3.9470499
0.0042011198,0.0004980717,0.0036958703,7.177689e-06,0.049115837,72.92987,0.3842535,3.8228312
0.0041710883,0.0004965394,0.0036672484,7.300463e-06,0.042515583,72.794334,0.3834968,3.7192743
0.004142007,0.00049496273,0.0036396298,7.41437e-06,0.041418295,72.49035,0.38279107,3.7183077
0.004113565,0.0004937308,0.0036122322,7.6023907e-06,0.041624706,72.303,0.3821132,3.8115194
0.004085004,0.000492268,0.0035848827,7.853163e-06,0.046108484,72.198494,0.3814236,3.9460366
0.0040576966,0.0004908139,0.003558904,7.978558e-06,0.047658097,72.01372,0.38068488,4.032321
0.0040303147,0.0004894798,0.0035326474,8.1876615e-06,0.043496557,71.75697,0.37991726,4.0439234
0.0040034773,0.0004892333,0.003505851,8.392846e-06,0.03998615,71.770195,0.37922338,4.029103
0.003977222,0.000488224,0.0034805196,8.478184e-06,0.0402808,71.633125,0.37854356,4.0218377
0.003951221,0.00048770572,0.003454867,8.647793e-06,0.04268057,71.728836,0.37787905,4.0316496
0.003925927,0.00048786515,0.003429317,8.745263e-06,0.04370259,71.78022,0.37719518,4.1016026
0.0039001126,0.0004873396,0.0034038618,8.911017e-06,0.042323347,72.03728,0.37650004,4.2129774
0.0038745154,0.00048573472,0.0033797529,9.027761e-06,0.038445733,72.35324,0.37583682,4.3178596
0.0038497136,0.0004850148,0.0033555133,9.1854e-06,0.038140252,72.370575,0.37525046,4.4425497
0.003824782,0.00048360808,0.003331709,9.46503e-06,0.042695813,73.21582,0.37459847,4.4447527
0.003800048,0.00048329995,0.0033071907,9.557212e-06,0.044696093,74.34919,0.37394324,4.423067
0.0037752376,0.0004827165,0.0032828467,9.674252e-06,0.04122125,76.841194,0.3732625,4.427292
0.0037510495,0.0004821493,0.003258931,9.969206e-06,0.039045032,83.53549,0.37259042,4.5137653
0.0037270186,0.00048160355,0.003235413,1.0002166e-05,0.036622923,97.684135,0.37198335,4.784913
0.003703712,0.00048080945,0.0032127402,1.0162279e-05,0.036324613,93.80752,0.37143028,4.8695564
0.003680173,0.0004806143,0.0031892965,1.0262334e-05,0.039310616,80.53932,0.37084657,4.8027697
0.0036568665,0.00047980036,0.0031666944,1.03717875e-05,0.041076776,75.15593,0.3702509,4.8975353
0.0036338028,0.00047967173,0.0031436738,1.0457356e-05,0.040419545,73.04539,0.36966506,5.075499
0.0036113784,0.00047963232,0.0031210363,1.0709852e-05,0.036520593,72.12764,0.36906967,5.3117313
0.0035885393,0.0004793323,0.0030983645,1.0842751e-05,0.03561545,71.77503,0.3685324,5.5556436
0.0035661526,0.00047817698,0.003077066,1.0909852e-05,0.035779007,72.113884,0.368041,5.631174
0.0035437744,0.00047729546,0.00305568,1.0798873e-05,0.0419185,71.97324,0.36747104,5.453108
0.00352063,0.00047552522,0.0030342233,1.088158e-05,0.03768723,72.42026,0.3669305,5.430133
0.0034980208,0.00047393626,0.0030132222,1.0862312e-05,0.03426237,73.75491,0.36643714,5.5933347
0.0034759776,0.00047232214,0.002992948,1.0707352e-05,0.034346875,76.35675,0.3659997,5.989065
0.003454138,0.0004719386,0.0029717055,1.049395e-05,0.037769087,79.06033,0.3655472,6.3337607
0.0034336073,0.00047189964,0.00295137,1.033756e-05,0.041823007,82.79562,0.36503506,6.4154887
0.0034134535,0.0004722419,0.002930943,1.0268613e-05,0.03707834,96.93064,0.36454028,6.289959
0.0033939723,0.0004730277,0.0029108052,1.0139234e-05,0.033974603,109.47641,0.3640484,6.26797
0.003374767,0.00047374264,0.0028908101,1.02141985e-05,0.03413582,111.71955,0.36362398,6.502278
0.0033556037,0.00047458123,0.002870848,1.0174386e-05,0.03328408,110.7022,0.36326382,6.960965
0.003336809,0.00047585377,0.0028507328,1.0222644e-05,0.039959624,109.71447,0.36285156,7.3240232
0.0033185708,0.00047687048,0.002831514,1.0186283e-05,0.04094109,108.60629,0.36238337,7.359106
0.0033006861,0.0004780635,0.0028123823,1.0240411e-05,0.033822533,107.70864,0.3619434,7.0887165
0.0032830965,0.00047956183,0.0027933107,1.0223997e-05,0.032321606,106.89372,0.36154988,6.90813
0.0032660258,0.00048153743,0.0027742053,1.0283185e-05,0.032094218,106.00394,0.36117953,7.03699
0.0032489146,0.0004833237,0.0027552047,1.0386038e-05,0.035871804,86.616646,0.36081213,7.317554
0.0032322034,0.00048527482,0.002736677,1.0251555e-05,0.037975945,80.33397,0.36039636,7.4115033
0.0032153537,0.00048604634,0.0027191336,1.0173773e-05,0.03170953,79.297066,0.36000317,7.2522326
0.003198638,0.0004870301,0.0027013398,1.02682e-05,0.0319908,78.07415,0.3596608,7.133322
0.0031822158,0.00048852427,0.0026832665,1.0424956e-05,0.033864006,76.10004,0.35931256,7.168631
0.003165801,0.00049007055,0.0026653465,1.03839775e-05,0.039537676,74.561226,0.35891607,7.274462
0.0031499658,0.0004916107,0.0026478944,1.046058e-05,0.03693396,72.9935,0.35850734,7.3139167
0.003134776,0.00049363513,0.0026306484,1.0492348e-05,0.031449463,72.789894,0.3581141,7.266504
0.0031198713,0.00049609435,0.0026131948,1.0582106e-05,0.031507008,72.55756,0.3577808,6.9410315
0.0031049717,0.0004982665,0.0025961802,1.0525074e-05,0.03237016,73.143425,0.35747528,6.7832117
0.0030902997,0.00050052546,0.002579221,1.0553395e-05,0.040148564,74.980804,0.35706872,7.0496573
0.0030748884,0.0005017699,0.002562529,1.0589521e-05,0.033271983,80.5203,0.35666272,7.5056868
0.0030593001,0.0005027184,0.0025458261,1.0755558e-05,0.03149081,87.021545,0.35634342,7.454566
0.0030440986,0.00050398416,0.0025294991,1.0615259e-05,0.030640965,102.42565,0.3560821,7.031094
0.0030283518,0.00050460204,0.0025132431,1.05067e-05,0.036121998,126.82175,0.35578215,6.805241
0.0030118136,0.0005040907,0.0024971326,1.0590254e-05,0.036862962,121.55579,0.3554234,7.0161138
0.00299478,0.0005030406,0.0024810266,1.0712858e-05,0.032133922,94.03896,0.35509098,7.192033
0.0029777987,0.000501897,0.0024654104,1.0491286e-05,0.030734561,82.95312,0.35483262,7.0261393
0.0029597844,0.0005000669,0.0024492296,1.0487882e-05,0.03037936,72.41814,0.3545935,7.0332627
0.0029415502,0.0004976499,0.0024333461,1.0554269e-05,0.034094095,67.11657,0.354354,7.6212144
0.0029228514,0.0004949027,0.0024174699,1.0478858e-05,0.034804374,63.77449,0.35410783,8.469006
0.0029047783,0.00049247144,0.0024020793,1.0227623e-05,0.031760596,61.88407,0.35385233,8.163832
0.0028885177,0.00049175334,0.0023867209,1.004355e-05,0.030025346,59.943497,0.35365394,7.728675
0.002872387,0.000491491,0.0023711498,9.745978e-06,0.03156481,58.200382,0.3534248,7.4870334
0.0028568963,0.000491517,0.0023558508,9.528378e-06,0.032374024,57.144444,0.35315692,7.998114
0.0028421874,0.0004919141,0.002341033,9.2402415e-06,0.030402943,56.497997,0.35292125,8.336547
0.002827837,0.00049247086,0.0023265064,8.859764e-06,0.030458786,55.286522,0.35269043,7.909629
0.0028133197,0.0004928184,0.0023119843,8.516843e-06,0.031393062,54.568104,0.3524072,7.906206
0.0027978788,0.0004925108,0.0022971702,8.1976805e-06,0.032619566,54.020725,0.35209057,8.074752
0.0027832051,0.00049288094,0.002282358,7.966279e-06,0.031225277,52.91465,0.3516978,7.9505224
0.0027675477,0.0004917671,0.0022680317,7.748903e-06,0.029800955,52.071556,0.35137218,7.8530216
0.0027507981,0.000489641,0.0022535962,7.5609864e-06,0.028732833,51.382973,0.35107967,7.888238
0.0027347526,0.00048789213,0.0022394573,7.403155e-06,0.0345919,50.384106,0.3507326,8.17686
0.0027188042,0.0004862455,0.0022251683,7.39033e-06,0.031133158,49.93882,0.35036126,7.8692374
0.0027032476,0.00048500227,0.00221098,7.2653097e-06,0.028404659,49.722355,0.35000765,7.965701
0.0026876198,0.00048366442,0.0021969168,7.038395e-06,0.02831734,49.74268,0.34970716,8.718636
0.00267171,0.0004819597,0.002182714,7.0363158e-06,0.031041158,50.234947,0.34938145,8.704898
0.0026555865,0.00047981564,0.0021688768,6.8938066e-06,0.03302869,52.28535,0.3490248,8.103443
0.002639059,0.00047736548,0.0021547056,6.9879798e-06,0.029975317,53.730873,0.34861255,7.8714066
0.002622317,0.00047435236,0.0021409516,7.0131673e-06,0.029291289,53.56058,0.34828612,8.676453
0.0026061817,0.0004720347,0.002127181,6.9658586e-06,0.028762035,53.36083,0.34796906,8.489308
0.0025906863,0.00047047695,0.002113127,7.0824076e-06,0.03342577,50.368565,0.34757945,7.823226
0.0025737917,0.00046732894,0.002099356,7.106777e-06,0.03202071,52.162807,0.3471592,10.15874
0.0025590924,0.00046619316,0.0020858345,7.0647557e-06,0.027748793,70.232185,0.3467646,14.623067
0.002539838,0.00046075473,0.0020719282,7.1551717e-06,0.02744525,57.527267,0.34638378,21.704939
0.0025269873,0.00046172188,0.0020581307,7.13491e-06,0.029063605,49.045914,0.3460539,15.770446
0.0025111998,0.0004593288,0.0020448335,7.03763e-06,0.031258196,46.495304,0.34566823,8.235053
0.002492779,0.00045415762,0.0020316802,6.9411753e-06,0.028558156,45.25842,0.3452358,19.242895
0.0024798177,0.0004545241,0.0020183262,6.9674584e-06,0.026704198,44.425694,0.34487966,15.631474
0.0024640288,0.0004521639,0.002005031,6.833801e-06,0.027338179,43.892357,0.34446958,8.127618
0.0024469767,0.00044851864,0.00199171,6.748174e-06,0.027125115,43.486683,0.3440994,14.5011635
0.0024320402,0.0004463291,0.0019788516,6.859463e-06,0.026820667,43.454502,0.3437176,12.7626505
0.0024174722,0.0004443369,0.001966413,6.722277e-06,0.027309617,43.237606,0.34334144,11.852781
0.0024026812,0.00044217322,0.0019536663,6.8416307e-06,0.029898757,43.365574,0.3428989,13.338451
0.0023877954,0.00043969575,0.0019411847,6.9148136e-06,0.028963579,43.43429,0.34240082,15.184876
0.002373441,0.0004376728,0.001928655,7.1131844e-06,0.026180921,43.590904,0.34197122,16.945902
0.0023606836,0.00043717783,0.0019161501,7.3558317e-06,0.02585393,44.26638,0.3415287,25.554028
0.002345725,0.00043483704,0.0019033039,7.583997e-06,0.030158287,44.635445,0.341094,22.88092
0.0023334562,0.00043467543,0.0018909846,7.796137e-06,0.03226219,45.776974,0.34064052,8.552249
0.0023200584,0.00043319885,0.0018787489,8.110703e-06,0.025491104,49.636806,0.3401699,20.185364
0.0023053216,0.00043036233,0.0018666046,8.35462e-06,0.02566771,53.04232,0.3397406,37.78708
0.0022914442,0.00042862448,0.0018542206,8.599054e-06,0.02595063,53.304447,0.33935216,44.822514
0.0022802583,0.00042941514,0.001842094,8.749004e-06,0.03117233,54.063953,0.33898544,25.783588
0.002267168,0.0004280138,0.0018302109,8.943274e-06,0.03043348,50.19238,0.3385561,16.770168
0.0022502912,0.00042320372,0.0018179017,9.185676e-06,0.025568312,44.41244,0.33810762,26.740524
